,coordenadas,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,media,predictLMLOG,predictRF,predictRFlog,latitud,longitud
232,"-11,66",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2,0,1,-11,66
233,"-11,78",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-11,78
234,"-11,89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-11,89
235,"-12,-14",0,0,0,0,0,0,0,0,1,1,1,5,0,1,2,1,0,1,2,1,2,1,2,-12,-14
236,"-12,-174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-12,-174
237,"-12,-176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,-12,-176
238,"-12,-68",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-12,-68
239,"-12,-71",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,1,-12,-71
240,"-12,-72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,-12,-72
241,"-12,-73",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,-12,-73
242,"-12,-74",0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,1,-12,-74
243,"-12,-75",0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,1,0,3,0,2,0,1,-12,-75
244,"-12,-76",0,0,0,0,0,0,0,2,0,0,1,0,1,2,5,2,2,3,2,1,2,1,2,-12,-76
245,"-12,-77",0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,4,0,1,7,1,2,1,2,-12,-77
246,"-12,-78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-12,-78
247,"-12,101",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-12,101
248,"-12,104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,-12,104
249,"-12,109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,-12,109
250,"-12,112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,-12,112
251,"-12,113",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,-12,113
252,"-12,114",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,-12,114
253,"-12,117",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,-12,117
254,"-12,119",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,-12,119
255,"-12,121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,-12,121
256,"-12,129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,-12,129
257,"-12,130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,-12,130
258,"-12,165",0,0,0,0,0,0,0,0,0,2,0,10,2,2,1,6,0,1,0,1,2,1,2,-12,165
259,"-12,166",0,0,0,0,0,0,0,1,6,1,7,39,10,9,5,4,3,9,10,5,2,6,6,-12,166
260,"-12,167",0,0,0,0,0,0,0,1,0,2,2,1,1,2,1,3,6,2,5,1,2,1,2,-12,167
261,"-12,168",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,-12,168
262,"-12,169",0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,5,1,2,2,1,2,1,2,-12,169
263,"-12,41",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,-12,41
264,"-12,43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-12,43
265,"-12,44",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,1,-12,44
266,"-12,46",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,-12,46
267,"-12,63",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,-12,63
268,"-12,65",0,0,0,0,0,0,0,0,0,0,2,4,1,0,1,0,1,0,1,1,2,1,2,-12,65
269,"-12,66",0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,2,0,1,-12,66
270,"-13,-111",0,0,0,0,0,0,0,2,0,1,1,0,4,1,0,1,0,4,0,1,2,1,2,-13,-111
271,"-13,-112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,-13,-112
272,"-13,-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,1,-13,-14
273,"-13,-142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-13,-142
274,"-13,-172",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,-13,-172
275,"-13,-173",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,-13,-173
276,"-13,-174",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,-13,-174
277,"-13,-177",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-13,-177
278,"-13,-21",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-13,-21
279,"-13,-49",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,-13,-49
280,"-13,-69",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,1,-13,-69
281,"-13,-70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,-13,-70
282,"-13,-71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,1,-13,-71
283,"-13,-72",0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,2,0,1,-13,-72
284,"-13,-73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,-13,-73
285,"-13,-74",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2,0,1,-13,-74
286,"-13,-75",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,0,4,1,2,1,2,-13,-75
287,"-13,-76",0,0,0,0,0,0,0,1,3,29,5,3,2,4,5,0,2,3,4,3,3,3,4,-13,-76
288,"-13,-77",0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,2,0,1,-13,-77
289,"-13,129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-13,129
290,"-13,131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,-13,131
291,"-13,165",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,2,0,1,-13,165
292,"-13,166",0,0,0,0,0,0,2,1,2,5,5,21,24,4,4,1,3,4,7,4,2,4,5,-13,166
293,"-13,167",0,0,0,0,0,0,0,4,1,4,3,8,8,4,2,4,5,8,4,3,2,3,4,-13,167
294,"-13,168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,-13,168
295,"-13,169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,-13,169
296,"-13,170",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,-13,170
297,"-13,171",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-13,171
298,"-13,172",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,1,-13,172
299,"-13,176",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,-13,176
300,"-13,25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-13,25
301,"-13,31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,-13,31
302,"-13,32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,-13,32
303,"-13,34",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,-13,34
304,"-13,40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,-13,40
305,"-13,65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,-13,65
306,"-13,66",0,0,0,0,0,0,0,3,0,1,0,2,0,0,1,1,2,0,2,1,2,1,2,-13,66
307,"-14,-13",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,-14,-13
308,"-14,-14",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,2,0,1,-14,-14
309,"-14,-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,-14,-15
310,"-14,-16",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-14,-16
311,"-14,-172",0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,1,0,0,2,0,1,-14,-172
312,"-14,-173",0,0,0,0,0,0,1,4,0,0,2,13,2,0,1,0,3,0,2,1,2,1,2,-14,-173
313,"-14,-174",0,0,0,0,0,0,0,0,1,2,1,4,1,0,1,0,0,0,1,1,2,1,2,-14,-174
314,"-14,-175",0,0,0,0,0,0,2,2,1,1,1,0,0,0,1,0,4,0,1,1,2,1,2,-14,-175
315,"-14,-176",0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,3,1,0,0,2,0,1,-14,-176
316,"-14,-177",0,0,0,0,0,0,0,2,1,0,1,1,1,2,2,0,0,0,0,1,2,1,2,-14,-177
317,"-14,-178",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,-14,-178
318,"-14,-44",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,-14,-44
319,"-14,-70",0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2,0,0,2,0,2,0,1,-14,-70
320,"-14,-71",0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,2,2,1,0,1,2,1,2,-14,-71
321,"-14,-72",0,0,0,0,0,0,0,1,0,1,3,1,0,1,1,1,0,0,3,1,2,1,2,-14,-72
322,"-14,-73",0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,3,3,4,1,2,1,2,-14,-73
323,"-14,-74",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,6,1,2,1,2,-14,-74
324,"-14,-75",0,0,0,0,0,0,0,2,0,3,2,3,3,8,4,8,2,1,6,2,2,2,3,-14,-75
325,"-14,-76",0,0,0,0,0,0,0,1,1,13,1,2,3,8,2,0,4,4,10,3,2,3,4,-14,-76
326,"-14,-77",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,1,-14,-77
327,"-14,165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-14,165
328,"-14,166",0,0,0,0,0,0,3,1,1,6,4,8,1,15,2,4,3,3,58,6,3,5,5,-14,166
329,"-14,167",0,0,0,0,0,0,0,5,7,8,14,11,13,15,17,8,8,26,26,8,3,8,9,-14,167
330,"-14,168",0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,1,0,2,0,1,-14,168
331,"-14,169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,-14,169
332,"-14,170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,-14,170
333,"-14,171",0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,2,0,2,0,1,-14,171
334,"-14,172",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,2,0,1,-14,172
335,"-14,173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,-14,173
336,"-14,177",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,-14,177
337,"-14,23",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,-14,23
338,"-14,25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,-14,25
339,"-14,50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,-14,50
340,"-14,65",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,-14,65
341,"-14,66",0,0,0,0,0,0,0,1,3,0,0,2,1,0,0,0,4,1,2,1,2,1,2,-14,66
342,"-14,67",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,-14,67
343,"-14,88",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,-14,88
344,"-14,98",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,-14,98
345,"-15,-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-15,-12
346,"-15,-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,1,-15,-13
347,"-15,-169",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-15,-169
348,"-15,-171",0,0,0,0,0,0,0,2,0,0,0,4,0,0,1,1,0,0,1,0,2,0,1,-15,-171
349,"-15,-172",0,0,0,0,0,0,0,4,3,2,4,28,7,1,5,3,2,6,4,4,2,4,4,-15,-172
350,"-15,-173",0,0,0,0,0,0,0,14,9,13,15,60,15,17,16,16,21,26,15,12,3,14,13,-15,-173
351,"-15,-174",0,0,0,0,0,0,1,3,6,2,7,3,8,6,1,2,6,6,7,3,2,3,4,-15,-174
352,"-15,-175",0,0,0,0,0,0,0,0,2,2,5,2,3,7,3,0,3,3,3,2,2,2,3,-15,-175
353,"-15,-176",0,0,0,0,0,0,0,2,2,1,3,0,0,0,0,1,2,0,3,1,2,1,2,-15,-176
354,"-15,-177",0,0,0,0,0,0,0,0,1,3,3,4,1,2,5,3,5,9,3,2,2,2,3,-15,-177
355,"-15,-178",0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0,1,3,0,1,2,1,2,-15,-178
356,"-15,-179",0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0,3,1,1,1,2,1,2,-15,-179
357,"-15,-65",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,-15,-65
358,"-15,-68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-15,-68
359,"-15,-69",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,2,1,0,2,0,1,-15,-69
360,"-15,-70",0,0,0,0,0,0,0,1,3,2,2,5,2,2,5,8,4,4,20,3,3,3,4,-15,-70
361,"-15,-71",0,0,0,0,0,0,0,0,0,2,1,0,1,2,2,15,7,4,15,3,2,3,4,-15,-71
362,"-15,-72",0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,18,8,8,6,2,2,3,3,-15,-72
363,"-15,-73",0,0,0,0,0,0,1,1,2,1,1,1,2,0,2,3,7,3,4,1,2,1,2,-15,-73
364,"-15,-74",0,0,0,0,0,0,1,1,2,4,2,4,3,2,3,3,4,2,12,2,2,2,3,-15,-74
365,"-15,-75",0,0,0,0,0,0,1,0,0,4,0,3,0,1,4,6,6,3,8,2,2,2,3,-15,-75
366,"-15,-76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,-15,-76
367,"-15,164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-15,164
368,"-15,165",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-15,165
369,"-15,166",0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,2,4,1,2,1,2,-15,166
370,"-15,167",0,0,0,0,0,0,2,5,11,15,3,5,5,7,7,7,17,4,16,5,3,5,6,-15,167
371,"-15,168",0,0,0,0,0,0,0,0,0,2,2,1,2,2,1,2,2,2,3,1,2,1,2,-15,168
372,"-15,170",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,-15,170
373,"-15,173",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2,0,1,-15,173
374,"-15,176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-15,176
375,"-15,177",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,-15,177
376,"-15,178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,-15,178
377,"-15,179",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,-15,179
378,"-15,25",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,-15,25
379,"-15,27",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,-15,27
380,"-15,31",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,-15,31
381,"-15,41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,-15,41
382,"-15,66",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,-15,66
383,"-15,67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,-15,67
384,"-15,68",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,-15,68
385,"-16,-11",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,-16,-11
386,"-16,-115",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,-16,-115
387,"-16,-14",0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,13,0,1,2,1,2,-16,-14
388,"-16,-15",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-16,-15
389,"-16,-171",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,1,-16,-171
390,"-16,-172",0,0,0,0,0,0,0,5,4,8,3,26,6,1,0,2,7,1,6,4,2,4,4,-16,-172
391,"-16,-173",0,0,0,0,0,0,0,4,7,4,4,34,5,6,8,11,7,10,10,6,2,6,7,-16,-173
392,"-16,-174",0,0,0,0,0,0,1,1,1,7,2,3,5,2,9,1,2,3,8,2,2,2,3,-16,-174
393,"-16,-175",0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,2,2,0,2,1,2,1,2,-16,-175
394,"-16,-176",0,0,0,0,0,0,0,0,1,1,1,0,3,2,1,0,1,3,1,1,2,1,2,-16,-176
395,"-16,-177",0,0,0,0,0,0,0,2,2,8,2,3,0,9,3,3,3,2,2,2,2,2,3,-16,-177
396,"-16,-178",0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,2,0,2,0,1,-16,-178
397,"-16,-179",0,0,0,0,0,0,0,0,0,1,1,2,0,5,0,1,1,1,1,1,2,1,2,-16,-179
398,"-16,-23",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,-16,-23
399,"-16,-67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,-16,-67
400,"-16,-68",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,-16,-68
401,"-16,-69",0,0,0,0,0,0,1,2,0,1,0,2,1,1,3,9,4,5,5,2,2,2,3,-16,-69
402,"-16,-70",0,0,0,0,0,0,0,6,2,1,0,0,1,0,3,5,4,3,3,1,2,1,2,-16,-70
403,"-16,-71",0,0,0,0,0,0,0,2,1,2,0,1,0,2,3,6,7,1,5,2,2,2,3,-16,-71
404,"-16,-72",0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,7,3,5,14,2,2,2,3,-16,-72
405,"-16,-73",0,0,0,0,0,0,0,0,0,3,2,1,2,1,3,2,6,4,6,2,2,2,3,-16,-73
406,"-16,-74",0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,3,2,3,1,2,1,2,-16,-74
407,"-16,-75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,-16,-75
408,"-16,-76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,-16,-76
409,"-16,118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-16,118
410,"-16,121",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,-16,121
411,"-16,123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-16,123
412,"-16,125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-16,125
413,"-16,128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,-16,128
414,"-16,132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,-16,132
415,"-16,166",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,2,0,2,0,1,-16,166
416,"-16,167",0,0,0,0,0,0,0,0,2,4,6,1,2,3,3,6,3,3,17,3,2,3,4,-16,167
417,"-16,168",0,0,0,0,0,0,0,0,2,1,0,2,1,0,2,2,4,4,3,1,2,1,2,-16,168
418,"-16,171",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,1,-16,171
419,"-16,172",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,-16,172
420,"-16,173",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-16,173
421,"-16,174",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,-16,174
422,"-16,175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,0,0,2,0,1,-16,175
423,"-16,176",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,0,2,0,1,-16,176
424,"-16,177",0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,0,0,2,0,1,-16,177
425,"-16,178",0,0,0,0,0,0,0,0,1,1,2,3,0,0,1,0,1,0,2,1,2,1,2,-16,178
426,"-16,179",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,-16,179
427,"-16,28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-16,28
428,"-16,35",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,-16,35
429,"-16,36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,-16,36
430,"-16,41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,-16,41
431,"-16,43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-16,43
432,"-16,66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,-16,66
433,"-16,67",0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,2,0,0,2,0,1,-16,67
434,"-17,-12",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,-17,-12
435,"-17,-13",0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,2,0,1,-17,-13
436,"-17,-14",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,1,-17,-14
437,"-17,-149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,-17,-149
438,"-17,-171",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,2,0,1,-17,-171
439,"-17,-172",0,0,0,0,0,0,0,1,0,4,2,5,2,9,9,1,10,4,9,3,2,3,4,-17,-172
440,"-17,-173",0,0,0,0,0,0,0,1,2,2,1,5,4,5,1,6,7,1,6,2,2,2,3,-17,-173
441,"-17,-174",0,0,0,0,0,0,0,3,3,7,5,9,2,7,0,5,4,6,12,3,2,3,4,-17,-174
442,"-17,-175",0,0,0,0,0,0,0,0,3,3,1,0,1,2,2,1,1,0,2,1,2,1,2,-17,-175
443,"-17,-176",0,0,0,0,0,0,0,2,1,2,0,2,1,0,2,3,2,1,5,1,2,1,2,-17,-176
444,"-17,-177",0,0,0,0,0,0,0,5,2,1,5,1,3,2,6,4,2,1,6,2,2,2,3,-17,-177
445,"-17,-178",0,0,0,0,0,0,2,4,28,24,17,21,28,21,33,37,42,38,60,19,4,19,19,-17,-178
446,"-17,-179",0,0,0,0,0,0,0,1,3,0,2,2,2,3,4,3,3,5,5,2,2,2,3,-17,-179
447,"-17,-63",0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,2,0,1,-17,-63
448,"-17,-64",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,-17,-64
449,"-17,-65",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,-17,-65
450,"-17,-66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,1,-17,-66
451,"-17,-68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,-17,-68
452,"-17,-69",0,0,0,0,0,0,0,2,1,3,2,3,3,4,20,35,25,15,22,7,3,7,8,-17,-69
453,"-17,-70",0,0,0,0,0,0,0,2,2,2,2,2,1,0,7,16,9,7,9,3,2,3,4,-17,-70
454,"-17,-71",0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,5,2,3,8,1,2,1,2,-17,-71
455,"-17,-72",0,0,0,0,0,0,0,1,0,5,0,0,1,0,1,5,2,2,2,1,2,1,2,-17,-72
456,"-17,-73",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,2,0,1,-17,-73
457,"-17,-74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,-17,-74
458,"-17,-79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,-17,-79
459,"-17,121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,-17,121
460,"-17,122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,-17,122
461,"-17,123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,-17,123
462,"-17,166",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,-17,166
