"","coordenadas","RECENCIA","FRECUENCIA","MAGNITUD","Segmento"
"23778","-50,-83",0,0,0,8
"23779","-50,-84",0,0,0,8
"23780","-50,-85",0,0,0,8
"23781","-50,-86",0,0,0,8
"23782","-50,-87",0,0,0,8
"23783","-50,-88",0,0,0,8
"23784","-50,-89",0,0,0,8
"23785","-50,-90",0,0,0,8
"23786","-50,-91",0,0,0,8
"23787","-50,-92",0,0,0,8
"23788","-50,-93",0,0,0,8
"23789","-50,-94",0,0,0,8
"23790","-50,-95",0,0,0,8
"23791","-50,-96",0,0,0,8
"23792","-50,-97",0,0,0,8
"23793","-50,-98",0,0,0,8
"23794","-50,-99",0,0,0,8
"23795","-50,0",0,0,0,8
"23796","-50,1",0,0,0,8
"23797","-50,10",0,0,0,8
"23798","-50,100",0,0,0,8
"23799","-50,101",0,0,0,8
"23800","-50,102",0,0,0,8
"23801","-50,103",0,0,0,8
"23802","-50,104",0,0,0,8
"23803","-50,105",0,0,0,8
"23804","-50,106",0,0,0,8
"23805","-50,107",0,0,0,8
"23806","-50,108",0,0,0,8
"23807","-50,109",0,0,0,8
"23808","-50,11",0,0,0,8
"23809","-50,116",0,0,0,8
"23810","-50,117",0,0,0,8
"23811","-50,12",0,0,0,8
"23812","-50,120",0,0,0,8
"23813","-50,121",0,0,0,8
"23814","-50,122",0,0,0,8
"23815","-50,123",0,0,0,8
"23816","-50,125",0,0,0,8
"23817","-50,126",0,0,0,8
"23818","-50,128",0,0,0,8
"23819","-50,129",0,0,0,8
"23820","-50,13",0,0,0,8
"23821","-50,130",0,0,0,8
"23822","-50,131",0,0,0,8
"23823","-50,132",0,0,0,8
"23824","-50,133",0,0,0,8
"23825","-50,134",0,0,0,8
"23826","-50,136",0,0,0,8
"23827","-50,137",0,0,0,8
"23828","-50,138",0,0,0,8
"23829","-50,14",0,0,0,8
"23830","-50,140",0,0,0,8
"23831","-50,141",0,0,0,8
"23832","-50,142",0,0,0,8
"23833","-50,143",0,0,0,8
"23834","-50,144",0,0,0,8
"23835","-50,145",0,0,0,8
"23836","-50,146",0,0,0,8
"23837","-50,147",0,0,0,8
"23838","-50,148",0,0,0,8
"23839","-50,149",0,0,0,8
"23840","-50,15",0,0,0,8
"23841","-50,150",0,0,0,8
"23842","-50,151",0,0,0,8
"23843","-50,152",0,0,0,8
"23844","-50,153",0,0,0,8
"23845","-50,154",0,0,0,8
"23846","-50,155",0,0,0,8
"23847","-50,156",0,0,0,8
"23848","-50,157",0,0,0,8
"23849","-50,158",0,0,0,8
"23850","-50,159",0,0,0,8
"23851","-50,16",0,0,0,8
"23852","-50,163",0,0,0,8
"23853","-50,164",0,0,0,8
"23854","-50,165",0,0,0,8
"23855","-50,166",0,0,0,8
"23856","-50,167",0,0,0,8
"23857","-50,168",0,0,0,8
"23858","-50,169",0,0,0,8
"23859","-50,17",0,0,0,8
"23860","-50,170",0,0,0,8
"23861","-50,171",0,0,0,8
"23862","-50,172",0,0,0,8
"23863","-50,173",0,0,0,8
"23864","-50,174",0,0,0,8
"23865","-50,175",0,0,0,8
"23866","-50,176",0,0,0,8
"23867","-50,177",0,0,0,8
"23868","-50,178",0,0,0,8
"23869","-50,179",0,0,0,8
"23870","-50,18",0,0,0,8
"23871","-50,19",0,0,0,8
"23872","-50,2",0,0,0,8
"23873","-50,20",0,0,0,8
"23874","-50,21",0,0,0,8
"23875","-50,22",0,0,0,8
"23876","-50,23",0,0,0,8
"23877","-50,24",0,0,0,8
"23878","-50,25",0,0,0,8
"23879","-50,26",0,0,0,8
"23880","-50,27",0,0,0,8
"23881","-50,28",0,0,0,8
"23882","-50,3",0,0,0,8
"23883","-50,30",0,0,0,8
"23884","-50,31",0,0,0,8
"23885","-50,32",0,0,0,8
"23886","-50,33",0,0,0,8
"23887","-50,34",0,0,0,8
"23888","-50,35",0,0,0,8
"23889","-50,36",0,0,0,8
"23890","-50,37",0,0,0,8
"23891","-50,38",0,0,0,8
"23892","-50,39",0,0,0,8
"23893","-50,4",0,0,0,8
"23894","-50,40",0,0,0,8
"23895","-50,41",0,0,0,8
"23896","-50,42",0,0,0,8
"23897","-50,43",0,0,0,8
"23898","-50,44",0,0,0,8
"23899","-50,45",0,0,0,8
"23900","-50,46",0,0,0,8
"23901","-50,47",0,0,0,8
"23902","-50,48",0,0,0,8
"23903","-50,49",0,0,0,8
"23904","-50,5",0,0,0,8
"23905","-50,50",0,0,0,8
"23906","-50,51",0,0,0,8
"23907","-50,52",0,0,0,8
"23908","-50,53",0,0,0,8
"23909","-50,54",0,0,0,8
"23910","-50,55",0,0,0,8
"23911","-50,56",0,0,0,8
"23912","-50,57",0,0,0,8
"23913","-50,58",0,0,0,8
"23914","-50,59",0,0,0,8
"23915","-50,6",0,0,0,8
"23916","-50,60",0,0,0,8
"23917","-50,61",0,0,0,8
"23918","-50,62",0,0,0,8
"23919","-50,63",0,0,0,8
"23920","-50,64",0,0,0,8
"23921","-50,65",0,0,0,8
"23922","-50,66",0,0,0,8
"23923","-50,67",0,0,0,8
"23924","-50,68",0,0,0,8
"23925","-50,69",0,0,0,8
"23926","-50,7",0,0,0,8
"23927","-50,70",0,0,0,8
"23928","-50,71",0,0,0,8
"23929","-50,72",0,0,0,8
"23930","-50,73",0,0,0,8
"23931","-50,74",0,0,0,8
"23932","-50,75",0,0,0,8
"23933","-50,76",0,0,0,8
"23934","-50,77",0,0,0,8
"23935","-50,78",0,0,0,8
"23936","-50,79",0,0,0,8
"23937","-50,8",0,0,0,8
"23938","-50,80",0,0,0,8
"23939","-50,81",0,0,0,8
"23940","-50,82",0,0,0,8
"23941","-50,83",0,0,0,8
"23942","-50,84",0,0,0,8
"23943","-50,85",0,0,0,8
"23944","-50,86",0,0,0,8
"23945","-50,87",0,0,0,8
"23946","-50,88",0,0,0,8
"23947","-50,89",0,0,0,8
"23948","-50,9",0,0,0,8
"23949","-50,90",0,0,0,8
"23950","-50,91",0,0,0,8
"23951","-50,92",0,0,0,8
"23952","-50,93",0,0,0,8
"23953","-50,94",0,0,0,8
"23954","-50,95",0,0,0,8
"23955","-50,96",0,0,0,8
"23956","-50,97",0,0,0,8
"23957","-50,98",0,0,0,8
"23958","-50,99",0,0,0,8
"23959","-51,-0",0,0,0,8
"23960","-51,-1",0,0,0,8
"23961","-51,-10",0,0,0,8
"23962","-51,-100",0,0,0,8
"23963","-51,-101",0,0,0,8
"23964","-51,-102",0,0,0,8
"23965","-51,-103",0,0,0,8
"23966","-51,-104",0,0,0,8
"23967","-51,-105",0,0,0,8
"23968","-51,-106",0,0,0,8
"23969","-51,-107",0,0,0,8
"23970","-51,-108",0,0,0,8
"23971","-51,-109",0,0,0,8
"23972","-51,-11",0,0,0,8
"23973","-51,-110",0,0,0,8
"23974","-51,-111",0,0,0,8
"23975","-51,-112",0,0,0,8
"23976","-51,-113",0,0,0,8
"23977","-51,-114",0,0,0,8
"23978","-51,-115",0,0,0,8
"23979","-51,-116",0,0,0,8
"23980","-51,-117",0,0,0,8
"23981","-51,-118",0,0,0,8
"23982","-51,-119",0,0,0,8
"23983","-51,-12",0,0,0,8
"23984","-51,-120",0,0,0,8
"23985","-51,-121",0,0,0,8
"23986","-51,-122",0,0,0,8
"23987","-51,-123",0,0,0,8
"23988","-51,-124",0,0,0,8
"23989","-51,-125",0,0,0,8
"23990","-51,-126",0,0,0,8
"23991","-51,-127",0,0,0,8
"23992","-51,-128",0,0,0,8
"23993","-51,-129",0,0,0,8
"23994","-51,-13",0,0,0,8
"23995","-51,-130",0,0,0,8
"23996","-51,-131",0,0,0,8
"23997","-51,-132",0,0,0,8
"23998","-51,-133",0,0,0,8
"23999","-51,-134",0,0,0,8
"24000","-51,-135",0,0,0,8
"24001","-51,-136",0,0,0,8
"24002","-51,-137",0,0,0,8
"24003","-51,-138",0,0,0,8
"24004","-51,-139",0,0,0,8
"24005","-51,-14",0,0,0,8
"24006","-51,-140",0,0,0,8
"24007","-51,-141",0,0,0,8
"24008","-51,-142",0,0,0,8
"24009","-51,-143",0,0,0,8
"24010","-51,-144",0,0,0,8
"24011","-51,-145",0,0,0,8
"24012","-51,-146",0,0,0,8
"24013","-51,-147",0,0,0,8
"24014","-51,-148",0,0,0,8
"24015","-51,-149",0,0,0,8
"24016","-51,-15",0,0,0,8
"24017","-51,-150",0,0,0,8
"24018","-51,-151",0,0,0,8
"24019","-51,-152",0,0,0,8
"24020","-51,-153",0,0,0,8
"24021","-51,-154",0,0,0,8
"24022","-51,-155",0,0,0,8
"24023","-51,-156",0,0,0,8
"24024","-51,-157",0,0,0,8
"24025","-51,-158",0,0,0,8
"24026","-51,-159",0,0,0,8
"24027","-51,-16",0,0,0,8
"24028","-51,-160",0,0,0,8
"24029","-51,-161",0,0,0,8
"24030","-51,-162",0,0,0,8
"24031","-51,-163",0,0,0,8
"24032","-51,-164",0,0,0,8
"24033","-51,-165",0,0,0,8
"24034","-51,-166",0,0,0,8
"24035","-51,-167",0,0,0,8
"24036","-51,-168",0,0,0,8
"24037","-51,-169",0,0,0,8
"24038","-51,-17",0,0,0,8
"24039","-51,-170",0,0,0,8
"24040","-51,-171",0,0,0,8
"24041","-51,-172",0,0,0,8
"24042","-51,-173",0,0,0,8
"24043","-51,-174",0,0,0,8
"24044","-51,-175",0,0,0,8
"24045","-51,-176",0,0,0,8
"24046","-51,-177",0,0,0,8
"24047","-51,-178",0,0,0,8
"24048","-51,-179",0,0,0,8
"24049","-51,-18",0,0,0,8
"24050","-51,-19",0,0,0,8
"24051","-51,-2",0,0,0,8
"24052","-51,-20",0,0,0,8
"24053","-51,-21",0,0,0,8
"24054","-51,-22",0,0,0,8
"24055","-51,-23",0,0,0,8
"24056","-51,-24",0,0,0,8
"24057","-51,-25",0,0,0,8
"24058","-51,-26",0,0,0,8
"24059","-51,-27",0,0,0,8
"24060","-51,-28",0,0,0,8
"24061","-51,-29",0,0,0,8
"24062","-51,-3",0,0,0,8
"24063","-51,-30",0,0,0,8
"24064","-51,-31",0,0,0,8
"24065","-51,-32",0,0,0,8
"24066","-51,-33",0,0,0,8
"24067","-51,-34",0,0,0,8
"24068","-51,-35",0,0,0,8
"24069","-51,-36",0,0,0,8
"24070","-51,-37",0,0,0,8
"24071","-51,-38",0,0,0,8
"24072","-51,-39",0,0,0,8
"24073","-51,-4",0,0,0,8
"24074","-51,-40",0,0,0,8
"24075","-51,-41",0,0,0,8
"24076","-51,-42",0,0,0,8
"24077","-51,-43",0,0,0,8
"24078","-51,-44",0,0,0,8
"24079","-51,-45",0,0,0,8
"24080","-51,-46",0,0,0,8
"24081","-51,-47",0,0,0,8
"24082","-51,-48",0,0,0,8
"24083","-51,-49",0,0,0,8
"24084","-51,-5",0,0,0,8
"24085","-51,-50",0,0,0,8
"24086","-51,-51",0,0,0,8
"24087","-51,-52",0,0,0,8
"24088","-51,-53",0,0,0,8
"24089","-51,-54",0,0,0,8
"24090","-51,-55",0,0,0,8
"24091","-51,-56",0,0,0,8
"24092","-51,-57",0,0,0,8
"24093","-51,-58",0,0,0,8
"24094","-51,-59",0,0,0,8
"24095","-51,-6",0,0,0,8
"24096","-51,-60",0,0,0,8
"24097","-51,-61",0,0,0,8
"24098","-51,-62",0,0,0,8
"24099","-51,-63",0,0,0,8
"24100","-51,-64",0,0,0,8
"24101","-51,-65",0,0,0,8
"24102","-51,-66",0,0,0,8
"24103","-51,-67",0,0,0,8
"24104","-51,-68",0,0,0,8
"24105","-51,-69",0,0,0,8
"24106","-51,-7",0,0,0,8
"24107","-51,-70",0,0,0,8
"24108","-51,-71",0,0,0,8
"24109","-51,-73",0,0,0,8
"24110","-51,-74",0,0,0,8
"24111","-51,-75",0,0,0,8
"24112","-51,-76",0,0,0,8
"24113","-51,-77",0,0,0,8
"24114","-51,-78",0,0,0,8
"24115","-51,-79",0,0,0,8
"24116","-51,-8",0,0,0,8
"24117","-51,-80",0,0,0,8
"24118","-51,-81",0,0,0,8
"24119","-51,-82",0,0,0,8
"24120","-51,-83",0,0,0,8
"24121","-51,-84",0,0,0,8
"24122","-51,-85",0,0,0,8
"24123","-51,-86",0,0,0,8
"24124","-51,-87",0,0,0,8
"24125","-51,-88",0,0,0,8
"24126","-51,-89",0,0,0,8
"24127","-51,-9",0,0,0,8
"24128","-51,-90",0,0,0,8
"24129","-51,-91",0,0,0,8
"24130","-51,-92",0,0,0,8
"24131","-51,-93",0,0,0,8
"24132","-51,-94",0,0,0,8
"24133","-51,-95",0,0,0,8
"24134","-51,-96",0,0,0,8
"24135","-51,-97",0,0,0,8
"24136","-51,-98",0,0,0,8
"24137","-51,-99",0,0,0,8
"24138","-51,0",0,0,0,8
"24139","-51,1",0,0,0,8
"24140","-51,10",0,0,0,8
"24141","-51,100",0,0,0,8
"24142","-51,101",0,0,0,8
"24143","-51,102",0,0,0,8
"24144","-51,103",0,0,0,8
"24145","-51,104",0,0,0,8
"24146","-51,105",0,0,0,8
"24147","-51,106",0,0,0,8
"24148","-51,107",0,0,0,8
"24149","-51,108",0,0,0,8
"24150","-51,109",0,0,0,8
"24151","-51,11",0,0,0,8
"24152","-51,110",0,0,0,8
"24153","-51,111",0,0,0,8
"24154","-51,112",0,0,0,8
"24155","-51,113",0,0,0,8
"24156","-51,114",0,0,0,8
"24157","-51,115",0,0,0,8
"24158","-51,116",0,0,0,8
"24159","-51,117",0,0,0,8
"24160","-51,118",0,0,0,8
"24161","-51,119",0,0,0,8
"24162","-51,12",0,0,0,8
"24163","-51,121",0,0,0,8
"24164","-51,122",0,0,0,8
"24165","-51,123",0,0,0,8
"24166","-51,124",0,0,0,8
"24167","-51,125",0,0,0,8
"24168","-51,126",0,0,0,8
"24169","-51,127",0,0,0,8
"24170","-51,128",0,0,0,8
"24171","-51,129",0,0,0,8
"24172","-51,13",0,0,0,8
"24173","-51,130",0,0,0,8
"24174","-51,131",0,0,0,8
"24175","-51,132",0,0,0,8
"24176","-51,133",0,0,0,8
"24177","-51,134",0,0,0,8
"24178","-51,135",0,0,0,8
"24179","-51,136",0,0,0,8
"24180","-51,137",0,0,0,8
"24181","-51,14",0,0,0,8
"24182","-51,140",0,0,0,8
"24183","-51,141",0,0,0,8
"24184","-51,142",0,0,0,8
"24185","-51,143",0,0,0,8
"24186","-51,144",0,0,0,8
"24187","-51,145",0,0,0,8
"24188","-51,146",0,0,0,8
"24189","-51,147",0,0,0,8
"24190","-51,148",0,0,0,8
"24191","-51,149",0,0,0,8
"24192","-51,15",0,0,0,8
"24193","-51,150",0,0,0,8
"24194","-51,151",0,0,0,8
"24195","-51,152",0,0,0,8
"24196","-51,153",0,0,0,8
"24197","-51,154",0,0,0,8
"24198","-51,155",0,0,0,8
"24199","-51,156",0,0,0,8
"24200","-51,157",0,0,0,8
"24201","-51,159",0,0,0,8
"24202","-51,16",0,0,0,8
"24203","-51,161",0,0,0,8
"24204","-51,162",0,0,0,8
"24205","-51,163",0,0,0,8
"24206","-51,164",0,0,0,8
"24207","-51,165",0,0,0,8
"24208","-51,166",0,0,0,8
"24209","-51,168",0,0,0,8
"24210","-51,169",0,0,0,8
"24211","-51,17",0,0,0,8
"24212","-51,170",0,0,0,8
"24213","-51,171",0,0,0,8
"24214","-51,172",0,0,0,8
"24215","-51,173",0,0,0,8
"24216","-51,174",0,0,0,8
"24217","-51,175",0,0,0,8
"24218","-51,176",0,0,0,8
"24219","-51,177",0,0,0,8
"24220","-51,178",0,0,0,8
"24221","-51,179",0,0,0,8
"24222","-51,18",0,0,0,8
"24223","-51,19",0,0,0,8
"24224","-51,2",0,0,0,8
"24225","-51,20",0,0,0,8
"24226","-51,21",0,0,0,8
"24227","-51,22",0,0,0,8
"24228","-51,23",0,0,0,8
"24229","-51,24",0,0,0,8
"24230","-51,25",0,0,0,8
"24231","-51,26",0,0,0,8
"24232","-51,27",0,0,0,8
"24233","-51,29",0,0,0,8
"24234","-51,3",0,0,0,8
"24235","-51,30",0,0,0,8
"24236","-51,31",0,0,0,8
"24237","-51,32",0,0,0,8
"24238","-51,33",0,0,0,8
"24239","-51,34",0,0,0,8
"24240","-51,35",0,0,0,8
"24241","-51,36",0,0,0,8
"24242","-51,37",0,0,0,8
"24243","-51,38",0,0,0,8
"24244","-51,39",0,0,0,8
"24245","-51,4",0,0,0,8
"24246","-51,40",0,0,0,8
"24247","-51,41",0,0,0,8
"24248","-51,42",0,0,0,8
"24249","-51,43",0,0,0,8
"24250","-51,44",0,0,0,8
"24251","-51,45",0,0,0,8
"24252","-51,46",0,0,0,8
"24253","-51,47",0,0,0,8
"24254","-51,48",0,0,0,8
"24255","-51,49",0,0,0,8
"24256","-51,5",0,0,0,8
"24257","-51,50",0,0,0,8
"24258","-51,51",0,0,0,8
"24259","-51,52",0,0,0,8
"24260","-51,53",0,0,0,8
"24261","-51,54",0,0,0,8
"24262","-51,55",0,0,0,8
"24263","-51,56",0,0,0,8
"24264","-51,57",0,0,0,8
"24265","-51,58",0,0,0,8
"24266","-51,59",0,0,0,8
"24267","-51,6",0,0,0,8
"24268","-51,60",0,0,0,8
"24269","-51,61",0,0,0,8
"24270","-51,62",0,0,0,8
"24271","-51,63",0,0,0,8
"24272","-51,64",0,0,0,8
"24273","-51,65",0,0,0,8
"24274","-51,66",0,0,0,8
"24275","-51,67",0,0,0,8
"24276","-51,68",0,0,0,8
"24277","-51,69",0,0,0,8
"24278","-51,7",0,0,0,8
"24279","-51,70",0,0,0,8
"24280","-51,71",0,0,0,8
"24281","-51,72",0,0,0,8
"24282","-51,73",0,0,0,8
"24283","-51,74",0,0,0,8
"24284","-51,75",0,0,0,8
"24285","-51,76",0,0,0,8
"24286","-51,77",0,0,0,8
"24287","-51,78",0,0,0,8
"24288","-51,79",0,0,0,8
"24289","-51,8",0,0,0,8
"24290","-51,80",0,0,0,8
"24291","-51,81",0,0,0,8
"24292","-51,82",0,0,0,8
"24293","-51,83",0,0,0,8
"24294","-51,84",0,0,0,8
"24295","-51,85",0,0,0,8
"24296","-51,86",0,0,0,8
"24297","-51,87",0,0,0,8
"24298","-51,88",0,0,0,8
"24299","-51,89",0,0,0,8
"24300","-51,9",0,0,0,8
"24301","-51,90",0,0,0,8
"24302","-51,91",0,0,0,8
"24303","-51,92",0,0,0,8
"24304","-51,93",0,0,0,8
"24305","-51,94",0,0,0,8
"24306","-51,95",0,0,0,8
"24307","-51,96",0,0,0,8
"24308","-51,97",0,0,0,8
"24309","-51,98",0,0,0,8
"24310","-51,99",0,0,0,8
"24311","-52,-0",0,0,0,8
"24312","-52,-1",0,0,0,8
"24313","-52,-10",0,0,0,8
"24314","-52,-100",0,0,0,8
"24315","-52,-101",0,0,0,8
"24316","-52,-102",0,0,0,8
"24317","-52,-103",0,0,0,8
"24318","-52,-104",0,0,0,8
"24319","-52,-105",0,0,0,8
"24320","-52,-106",0,0,0,8
"24321","-52,-107",0,0,0,8
"24322","-52,-108",0,0,0,8
"24323","-52,-109",0,0,0,8
"24324","-52,-11",0,0,0,8
"24325","-52,-110",0,0,0,8
"24326","-52,-111",0,0,0,8
"24327","-52,-112",0,0,0,8
"24328","-52,-113",0,0,0,8
"24329","-52,-114",0,0,0,8
"24330","-52,-115",0,0,0,8
"24331","-52,-116",0,0,0,8
"24332","-52,-117",0,0,0,8
"24333","-52,-12",0,0,0,8
"24334","-52,-120",0,0,0,8
"24335","-52,-121",0,0,0,8
"24336","-52,-122",0,0,0,8
"24337","-52,-123",0,0,0,8
"24338","-52,-124",0,0,0,8
"24339","-52,-125",0,0,0,8
"24340","-52,-126",0,0,0,8
"24341","-52,-127",0,0,0,8
"24342","-52,-128",0,0,0,8
"24343","-52,-129",0,0,0,8
"24344","-52,-13",0,0,0,8
"24345","-52,-130",0,0,0,8
"24346","-52,-131",0,0,0,8
"24347","-52,-132",0,0,0,8
"24348","-52,-133",0,0,0,8
"24349","-52,-134",0,0,0,8
"24350","-52,-135",0,0,0,8
"24351","-52,-136",0,0,0,8
"24352","-52,-137",0,0,0,8
"24353","-52,-138",0,0,0,8
"24354","-52,-139",0,0,0,8
"24355","-52,-14",0,0,0,8
"24356","-52,-140",0,0,0,8
"24357","-52,-141",0,0,0,8
"24358","-52,-142",0,0,0,8
"24359","-52,-143",0,0,0,8
"24360","-52,-144",0,0,0,8
"24361","-52,-145",0,0,0,8
"24362","-52,-146",0,0,0,8
"24363","-52,-147",0,0,0,8
"24364","-52,-148",0,0,0,8
"24365","-52,-149",0,0,0,8
"24366","-52,-15",0,0,0,8
"24367","-52,-150",0,0,0,8
"24368","-52,-151",0,0,0,8
"24369","-52,-152",0,0,0,8
"24370","-52,-153",0,0,0,8
"24371","-52,-154",0,0,0,8
"24372","-52,-155",0,0,0,8
"24373","-52,-156",0,0,0,8
"24374","-52,-157",0,0,0,8
"24375","-52,-158",0,0,0,8
"24376","-52,-159",0,0,0,8
"24377","-52,-16",0,0,0,8
"24378","-52,-160",0,0,0,8
"24379","-52,-161",0,0,0,8
"24380","-52,-162",0,0,0,8
"24381","-52,-163",0,0,0,8
"24382","-52,-164",0,0,0,8
"24383","-52,-165",0,0,0,8
"24384","-52,-166",0,0,0,8
"24385","-52,-167",0,0,0,8
"24386","-52,-168",0,0,0,8
"24387","-52,-169",0,0,0,8
"24388","-52,-17",0,0,0,8
"24389","-52,-170",0,0,0,8
"24390","-52,-171",0,0,0,8
"24391","-52,-172",0,0,0,8
"24392","-52,-173",0,0,0,8
"24393","-52,-174",0,0,0,8
"24394","-52,-175",0,0,0,8
"24395","-52,-176",0,0,0,8
"24396","-52,-177",0,0,0,8
"24397","-52,-178",0,0,0,8
"24398","-52,-179",0,0,0,8
"24399","-52,-18",0,0,0,8
"24400","-52,-19",0,0,0,8
"24401","-52,-2",0,0,0,8
"24402","-52,-20",0,0,0,8
"24403","-52,-21",0,0,0,8
"24404","-52,-22",0,0,0,8
"24405","-52,-23",0,0,0,8
"24406","-52,-24",0,0,0,8
"24407","-52,-25",0,0,0,8
"24408","-52,-26",0,0,0,8
"24409","-52,-27",0,0,0,8
"24410","-52,-28",0,0,0,8
"24411","-52,-29",0,0,0,8
"24412","-52,-3",0,0,0,8
"24413","-52,-30",0,0,0,8
"24414","-52,-31",0,0,0,8
"24415","-52,-32",0,0,0,8
"24416","-52,-33",0,0,0,8
"24417","-52,-34",0,0,0,8
"24418","-52,-35",0,0,0,8
"24419","-52,-36",0,0,0,8
"24420","-52,-37",0,0,0,8
"24421","-52,-38",0,0,0,8
"24422","-52,-39",0,0,0,8
"24423","-52,-40",0,0,0,8
"24424","-52,-41",0,0,0,8
"24425","-52,-42",0,0,0,8
"24426","-52,-43",0,0,0,8
"24427","-52,-44",0,0,0,8
"24428","-52,-45",0,0,0,8
"24429","-52,-46",0,0,0,8
"24430","-52,-47",0,0,0,8
"24431","-52,-48",0,0,0,8
"24432","-52,-49",0,0,0,8
"24433","-52,-50",0,0,0,8
"24434","-52,-51",0,0,0,8
"24435","-52,-52",0,0,0,8
"24436","-52,-53",0,0,0,8
"24437","-52,-54",0,0,0,8
"24438","-52,-55",0,0,0,8
"24439","-52,-56",0,0,0,8
"24440","-52,-57",0,0,0,8
"24441","-52,-58",0,0,0,8
"24442","-52,-59",0,0,0,8
"24443","-52,-6",0,0,0,8
"24444","-52,-60",0,0,0,8
"24445","-52,-61",0,0,0,8
"24446","-52,-62",0,0,0,8
"24447","-52,-63",0,0,0,8
"24448","-52,-64",0,0,0,8
"24449","-52,-65",0,0,0,8
"24450","-52,-66",0,0,0,8
"24451","-52,-67",0,0,0,8
"24452","-52,-68",0,0,0,8
"24453","-52,-69",0,0,0,8
"24454","-52,-7",0,0,0,8
"24455","-52,-70",0,0,0,8
"24456","-52,-71",0,0,0,8
"24457","-52,-72",0,0,0,8
"24458","-52,-76",0,0,0,8
"24459","-52,-77",0,0,0,8
"24460","-52,-78",0,0,0,8
"24461","-52,-79",0,0,0,8
"24462","-52,-8",0,0,0,8
"24463","-52,-80",0,0,0,8
"24464","-52,-81",0,0,0,8
"24465","-52,-82",0,0,0,8
"24466","-52,-83",0,0,0,8
"24467","-52,-84",0,0,0,8
"24468","-52,-85",0,0,0,8
"24469","-52,-86",0,0,0,8
"24470","-52,-87",0,0,0,8
"24471","-52,-88",0,0,0,8
"24472","-52,-89",0,0,0,8
"24473","-52,-9",0,0,0,8
"24474","-52,-90",0,0,0,8
"24475","-52,-91",0,0,0,8
"24476","-52,-92",0,0,0,8
"24477","-52,-93",0,0,0,8
"24478","-52,-94",0,0,0,8
"24479","-52,-95",0,0,0,8
"24480","-52,-96",0,0,0,8
"24481","-52,-97",0,0,0,8
"24482","-52,-98",0,0,0,8
"24483","-52,-99",0,0,0,8
"24484","-52,0",0,0,0,8
"24485","-52,1",0,0,0,8
"24486","-52,100",0,0,0,8
"24487","-52,101",0,0,0,8
"24488","-52,102",0,0,0,8
"24489","-52,103",0,0,0,8
"24490","-52,104",0,0,0,8
"24491","-52,105",0,0,0,8
"24492","-52,106",0,0,0,8
"24493","-52,107",0,0,0,8
"24494","-52,108",0,0,0,8
"24495","-52,109",0,0,0,8
"24496","-52,11",0,0,0,8
"24497","-52,110",0,0,0,8
"24498","-52,111",0,0,0,8
"24499","-52,112",0,0,0,8
"24500","-52,113",0,0,0,8
"24501","-52,114",0,0,0,8
"24502","-52,115",0,0,0,8
"24503","-52,116",0,0,0,8
"24504","-52,117",0,0,0,8
"24505","-52,118",0,0,0,8
"24506","-52,119",0,0,0,8
"24507","-52,120",0,0,0,8
"24508","-52,121",0,0,0,8
"24509","-52,122",0,0,0,8
"24510","-52,123",0,0,0,8
"24511","-52,124",0,0,0,8
"24512","-52,125",0,0,0,8
"24513","-52,126",0,0,0,8
"24514","-52,127",0,0,0,8
"24515","-52,128",0,0,0,8
"24516","-52,129",0,0,0,8
"24517","-52,130",0,0,0,8
"24518","-52,131",0,0,0,8
"24519","-52,132",0,0,0,8
"24520","-52,133",0,0,0,8
"24521","-52,134",0,0,0,8
"24522","-52,135",0,0,0,8
"24523","-52,136",0,0,0,8
"24524","-52,137",0,0,0,8
"24525","-52,141",0,0,0,8
"24526","-52,142",0,0,0,8
"24527","-52,143",0,0,0,8
"24528","-52,144",0,0,0,8
"24529","-52,145",0,0,0,8
"24530","-52,146",0,0,0,8
"24531","-52,147",0,0,0,8
"24532","-52,148",0,0,0,8
"24533","-52,149",0,0,0,8
"24534","-52,15",0,0,0,8
"24535","-52,150",0,0,0,8
"24536","-52,151",0,0,0,8
"24537","-52,152",0,0,0,8
"24538","-52,153",0,0,0,8
"24539","-52,154",0,0,0,8
"24540","-52,155",0,0,0,8
"24541","-52,156",0,0,0,8
"24542","-52,158",0,0,0,8
"24543","-52,162",0,0,0,8
"24544","-52,163",0,0,0,8
"24545","-52,165",0,0,0,8
"24546","-52,166",0,0,0,8
"24547","-52,167",0,0,0,8
"24548","-52,168",0,0,0,8
"24549","-52,169",0,0,0,8
"24550","-52,170",0,0,0,8
"24551","-52,171",0,0,0,8
"24552","-52,172",0,0,0,8
"24553","-52,173",0,0,0,8
"24554","-52,174",0,0,0,8
"24555","-52,175",0,0,0,8
"24556","-52,176",0,0,0,8
"24557","-52,177",0,0,0,8
"24558","-52,178",0,0,0,8
"24559","-52,179",0,0,0,8
"24560","-52,19",0,0,0,8
"24561","-52,2",0,0,0,8
"24562","-52,23",0,0,0,8
"24563","-52,24",0,0,0,8
"24564","-52,29",0,0,0,8
"24565","-52,3",0,0,0,8
"24566","-52,30",0,0,0,8
"24567","-52,31",0,0,0,8
"24568","-52,32",0,0,0,8
"24569","-52,33",0,0,0,8
"24570","-52,34",0,0,0,8
"24571","-52,35",0,0,0,8
"24572","-52,36",0,0,0,8
"24573","-52,37",0,0,0,8
"24574","-52,38",0,0,0,8
"24575","-52,39",0,0,0,8
"24576","-52,4",0,0,0,8
